path,name,id,mimeType,size,modifiedTime
MATERIAL IDV - LÓGIKA CREATIVE-20250915T204950Z-1-001/LOGOS/LOGO 01 - PRETA FUNDO MAGENTA_.png,LOGO 01 - PRETA FUNDO MAGENTA_.png,1RiEP7jWTO0a8RLOKIp0oReUTXU3fi8DI,image/png,124575,2025-09-10T12:19:50.000Z
MATERIAL IDV - LÓGIKA CREATIVE-20250915T204950Z-1-001/LOGOS/LOGO 01 - PRETA SEM FUNDO.png,LOGO 01 - PRETA SEM FUNDO.png,19uERIIvUywB3KH7PU2UlKJnvaAaY_9x2,image/png,98563,2025-09-10T12:18:35.000Z
MATERIAL IDV - LÓGIKA CREATIVE-20250915T204950Z-1-001/LOGOS/LOGO 02 - BRANCA FUNDO PRETO.png,LOGO 02 - BRANCA FUNDO PRETO.png,1m35PH7YyfI_nMUMG0HfaHkAvdWoLVSfy,image/png,148778,2025-09-10T12:22:51.000Z
MATERIAL IDV - LÓGIKA CREATIVE-20250915T204950Z-1-001/LOGOS/LOGO 02 - BRANCA SEM FUNDO.png,LOGO 02 - BRANCA SEM FUNDO.png,1D31kVYmN-T0Rm5uJAjVPl6hY9N6K_hhV,image/png,108595,2025-09-10T12:22:58.000Z
MATERIAL IDV - LÓGIKA CREATIVE-20250915T204950Z-1-001/LOGOS/LOGO 02 - COLORIDA 1 FUNDO PRETO.png,LOGO 02 - COLORIDA 1 FUNDO PRETO.png,1BYJAhzwsVYIyeGcYPIk6KY4FSLEKCZXz,image/png,146475,2025-09-10T12:24:12.000Z
MATERIAL IDV - LÓGIKA CREATIVE-20250915T204950Z-1-001/LOGOS/LOGO 02 - COLORIDA 1 SEM FUNDO.png,LOGO 02 - COLORIDA 1 SEM FUNDO.png,1WegUlItYvunF4WQWaV3RTughbKfH1vCe,image/png,127924,2025-09-10T12:24:48.000Z
MATERIAL IDV - LÓGIKA CREATIVE-20250915T204950Z-1-001/LOGOS/LOGO 02 - COLORIDA 2 FUNDO BRANCO.png,LOGO 02 - COLORIDA 2 FUNDO BRANCO.png,1jouYMsDXQ-88f0jGAhxWTzCV-3HLJ_h2,image/png,146863,2025-09-10T12:24:31.000Z
MATERIAL IDV - LÓGIKA CREATIVE-20250915T204950Z-1-001/LOGOS/LOGO 02 - COLORIDA 2 SEM FUNDO.png,LOGO 02 - COLORIDA 2 SEM FUNDO.png,1lLnUO5Tavzv9KoRIF_dwBCfpAFHvEu87,image/png,131216,2025-09-10T12:24:40.000Z
MATERIAL IDV - LÓGIKA CREATIVE-20250915T204950Z-1-001/LOGOS/LOGO 02 - MAGENTA FUNDO BRANCO.png,LOGO 02 - MAGENTA FUNDO BRANCO.png,1QGr0xRcpxZqIVySPA0WKoHfqeAD1M1E_,image/png,140348,2025-09-10T12:26:30.000Z
MATERIAL IDV - LÓGIKA CREATIVE-20250915T204950Z-1-001/LOGOS/LOGO 02 - MAGENTA FUNDO PRETO.png,LOGO 02 - MAGENTA FUNDO PRETO.png,1E-AgFdBZzHRudaKonDPfjy90BvzYQpff,image/png,139093,2025-09-10T12:26:37.000Z
